en_review	sentiment
Bland and dreary, 'Efunsetan Aniwura' is an exposé in gratuitously lazy and painfully appalling story-telling.	negative
I am livid	negative
THE LACK OF LANDSCAPE POSTERS FOR NOLLYWOOD FILMS	negative
ABSOLUTE RUBBISH	negative
this film promised so much but turned out to be gut wrenching ridiculous. Rubbish!!	negative
They seriously use smash bro’s title cards to introduce the characters...	negative
The movie seemed generally flat and draggy though out.	negative
It promised laughter, but the comedy was minimal and elicited smiles rather than the hearty laughter you expect when you go to the cinema for a comedy.	negative
Abigail isn't very good, the bad guy is a bit of a moustache twister, and they figured out that it sucks for black people to go back in time	negative
The lead female role a huge disappointment.	negative
The ending was the only enjoyable part of this for me. Good for her.	negative
"A travesty. . This is a disgrace and an awful disservice to CNA. Shame on this ""film""."	negative
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting.	negative
confused. . Was this what a good movie looked like in Africa in 2012? If so then ... it was great! I have to wonder (in that case) if it's gotten any better in 2021?.	negative
. Knock Out Blessing' is an utterly useless movie that ought not to have been made, or at least not released to the public. Rubbish!	negative
Unnecessarily long. . For me,	negative
for amateur actors that also had no direction from Akinropo. The sound was bad, probably from the lack of boom mics.	negative
Suga Suga has too many eye rolling scenes that eventually ended in an anticlimactic resolution of a weak conflict.	negative
Dishearteningly, Enitan's transition from lost soul to a scholar and now an artist gets shoved into the final minutes left over after all the bleakness.	negative
My first Nigerian movie. . . . For the past several years, I have come across a number of reports telling about how the country of Nigeria has a successful domestic film industry. While that fact definitely intrigued me, I was unable to find any Nigerian movies available for me to look at until I stumbled upon this one on Netflix. To be honest, I was expecting something pretty crudely made, and to a large degree this is true. While there are some pretty good composed shots and/or direction that indicate that at times some real effort was being made by the filmmakers, the movie has far more shortcomings. The cinematography is unimpressive, there's very little in the way of production values, and the acting by many of the performers is amateurish. Actually, I might have been able to forgive all that had the movie's biggest problem did not exist, that being that it's far too long (121 minutes in length) and far too slowly paced. This is a story that really needed to be cut down either at the script stage or when the footage was being edited. There is a twist towards the end that's a little interesting (despite my ability to somewhat predict it before it unfolded), but it's too little and too late to make it worth sitting through a story that's too long and too slow. Still, if you have heard of Nigerian cinema and are curious about experiencing a sample of it, I've just told you of one possible accessible choice.	negative
Unfortunately, we can't bear cowboy pistols, space guns, cut & sow costumes, annoyingly talentless filming and unnecessary long form remembrance ceremonies for already shown footage all buttered up with ridiculously unintelligent revelations of supposed-to-be shockers that were apparent from the beginning.	negative
Unfortunately, the film is often stately and sluggish with some very daytime-soapy moments of emotional revelation.	negative
The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great.	negative
Once Upon A Night' is a dud.	negative
As it is, you get no sense of place or character because too much has to be glossed over to fit it all in.	negative
This movie is too boring for cinema.	negative
bad	negative
We call it a kidnap- Held hostage for fifty odd minutes, we were forced on an excursion of the resort grounds, Not recommended.	negative
